transaction_id,customer_id,age,account_balance,transaction_amount,transaction_type,merchant_category,device_type,transaction_location,is_foreign_transaction,failed_attempts_last_24h,avg_transaction_amount,transaction_frequency_24h,amount_deviation,is_fraud
TXN5738,CUST611,68,390688,1283.86,POS,Grocery,Web,USA,0,3,801,6,482.86,0
TXN5739,CUST1719,46,427098,2262.13,POS,Restaurant,Mobile,India,1,3,2025,9,237.13,0
TXN5740,CUST316,29,126682,979.72,ATM,Restaurant,Web,USA,0,5,3483,2,2503.28,1
TXN5741,CUST954,39,336138,4012.71,POS,Travel,Mobile,India,0,4,3151,1,861.71,1
TXN5742,CUST1064,33,437778,6905.98,POS,Grocery,Web,USA,1,4,3097,9,3808.98,1
TXN5743,CUST635,64,8146,1191.02,ATM,Electronics,Web,Nigeria,1,2,1305,1,113.98,0
TXN5744,CUST1236,37,358278,490.32,POS,Travel,Mobile,UK,1,0,849,10,358.68,0
TXN5745,CUST1046,33,125152,4091.75,UPI,Grocery,Mobile,USA,0,4,2511,9,1580.75,1
TXN5746,CUST1867,18,244148,1257.8,Online,Electronics,Mobile,UK,0,4,996,6,261.8,1
TXN5747,CUST301,39,220921,3141.62,POS,Grocery,Web,USA,1,0,4621,6,1479.38,0
TXN5748,CUST1046,40,346869,753.02,UPI,Restaurant,Mobile,USA,0,2,927,1,173.98,0
TXN5749,CUST7,20,303015,3023.12,Online,Travel,Web,Nigeria,0,1,1399,8,1624.12,0
TXN5750,CUST356,36,327698,857.83,POS,Electronics,Web,USA,1,3,1383,7,525.17,0
TXN5751,CUST1015,46,81116,8866.17,Online,Electronics,Mobile,USA,0,4,4593,1,4273.17,1
TXN5752,CUST1338,58,219936,2996.46,ATM,Travel,Mobile,India,0,2,2336,8,660.46,0
TXN5753,CUST1667,43,69950,4172.83,POS,Restaurant,Web,India,0,1,3196,3,976.83,0
TXN5754,CUST212,68,468356,226.43,UPI,Travel,Mobile,USA,0,3,818,6,591.57,0
TXN5755,CUST569,60,82842,2946.17,ATM,Electronics,Web,UK,0,1,3108,10,161.83,0
TXN5756,CUST1601,31,374918,1416.12,POS,Restaurant,Web,Nigeria,0,5,1297,7,119.12,1
TXN5757,CUST1166,35,339168,3443.42,Online,Grocery,Mobile,Nigeria,1,2,4019,10,575.58,0
TXN5758,CUST1014,23,126033,2525.88,ATM,Electronics,Mobile,Nigeria,0,0,3901,8,1375.12,0
TXN5759,CUST803,27,63545,3092.41,ATM,Travel,Web,Nigeria,1,1,2316,5,776.41,0
TXN5760,CUST624,21,356919,3824.58,UPI,Travel,Mobile,USA,0,0,4302,9,477.42,0
TXN5761,CUST1465,37,13376,454.03,UPI,Electronics,Mobile,USA,0,4,835,2,380.97,1
TXN5762,CUST1647,38,183332,1750.25,POS,Restaurant,Web,India,0,3,1396,6,354.25,0
TXN5763,CUST40,32,325324,1771.52,Online,Restaurant,Mobile,USA,0,3,2548,6,776.48,0
TXN5764,CUST338,58,411906,2245.1,POS,Travel,Mobile,Nigeria,1,3,2255,5,9.9,0
TXN5765,CUST1198,53,46624,4659.52,Online,Restaurant,Web,USA,0,0,3988,1,671.52,0
TXN5766,CUST101,18,454190,1054.85,UPI,Grocery,Mobile,India,0,0,1060,9,5.15,0
TXN5767,CUST204,62,362888,2784.23,UPI,Travel,Mobile,India,0,1,2393,6,391.23,0
TXN5768,CUST567,33,342298,2666.36,Online,Restaurant,Mobile,Nigeria,1,3,4002,3,1335.64,0
TXN5769,CUST545,57,131271,2395.98,POS,Electronics,Web,India,0,2,3476,3,1080.02,0
TXN5770,CUST112,68,343423,681.61,Online,Travel,Web,India,1,4,1590,4,908.39,1
TXN5771,CUST251,65,85944,1965.94,POS,Electronics,Mobile,USA,1,3,3828,4,1862.06,0
TXN5772,CUST198,30,70467,3090.46,POS,Grocery,Mobile,Nigeria,0,1,2498,3,592.46,0
TXN5773,CUST1477,19,55341,2029.85,POS,Restaurant,Web,USA,1,2,1560,10,469.85,0
TXN5774,CUST1158,42,421346,944.14,POS,Grocery,Mobile,India,0,1,867,10,77.14,0
TXN5775,CUST812,26,52481,2495.49,UPI,Restaurant,Mobile,UK,1,4,1990,8,505.49,1
TXN5776,CUST918,37,309598,1450.56,Online,Grocery,Mobile,USA,1,1,1550,1,99.44,0
TXN5777,CUST283,66,75126,1215.07,ATM,Electronics,Mobile,UK,0,3,3182,3,1966.93,0
TXN5778,CUST1336,20,438723,2348.73,ATM,Restaurant,Web,UK,1,2,4487,4,2138.27,0
TXN5779,CUST671,34,272285,1739.02,Online,Grocery,Web,India,1,0,2160,3,420.98,0
TXN5780,CUST1086,38,478943,2183.25,UPI,Restaurant,Mobile,Nigeria,1,3,4181,2,1997.75,0
TXN5781,CUST151,53,289306,7642.79,ATM,Electronics,Web,USA,1,3,4773,4,2869.79,0
TXN5782,CUST1981,37,12224,1276.25,Online,Electronics,Mobile,USA,1,1,1194,5,82.25,0
TXN5783,CUST1880,59,177967,1084.05,Online,Grocery,Web,UK,1,4,2471,7,1386.95,1
TXN5784,CUST833,56,401327,874.35,Online,Grocery,Mobile,UK,1,0,3477,8,2602.65,0
TXN5785,CUST606,57,137464,5387.33,UPI,Grocery,Web,Nigeria,1,0,4542,7,845.33,0
TXN5786,CUST1154,44,144793,5539.91,POS,Restaurant,Mobile,India,1,3,4782,5,757.91,0
TXN5787,CUST938,37,236421,2705.51,ATM,Grocery,Mobile,Nigeria,0,2,3708,4,1002.49,0
TXN5788,CUST1970,34,434834,882.23,ATM,Electronics,Web,USA,1,4,3180,9,2297.77,1
TXN5789,CUST1058,51,19289,965.34,POS,Restaurant,Mobile,India,0,3,3571,4,2605.66,0
TXN5790,CUST1332,56,320197,3272.19,ATM,Grocery,Web,India,0,0,3870,4,597.81,0
TXN5791,CUST1707,27,460540,1188.8,ATM,Electronics,Mobile,UK,0,2,724,4,464.8,0
TXN5792,CUST1483,20,163080,2486.17,POS,Grocery,Web,USA,1,4,2017,9,469.17,1
TXN5793,CUST1969,34,51416,530.93,POS,Travel,Web,USA,0,2,3404,4,2873.07,0
TXN5794,CUST1661,41,220453,3963.45,UPI,Travel,Web,USA,1,3,2817,7,1146.45,0
TXN5795,CUST51,21,123487,719.8,ATM,Grocery,Web,India,1,4,2297,8,1577.2,1
TXN5796,CUST1311,48,277912,2065.26,POS,Electronics,Mobile,India,1,1,2196,5,130.74,0
TXN5797,CUST1130,33,352632,737.84,POS,Travel,Mobile,India,0,3,3888,5,3150.16,0
TXN5798,CUST848,43,27525,4721.38,ATM,Electronics,Web,India,1,0,4488,1,233.38,0
TXN5799,CUST1012,52,224307,6795.1,POS,Restaurant,Mobile,UK,0,4,4511,9,2284.1,1
TXN5800,CUST77,41,255033,2728.73,UPI,Grocery,Mobile,Nigeria,0,3,1894,6,834.73,0
TXN5801,CUST934,40,499942,881.28,ATM,Travel,Mobile,USA,1,3,1831,9,949.72,0
TXN5802,CUST399,28,452254,1672.12,POS,Restaurant,Web,Nigeria,0,0,1904,8,231.88,0
TXN5803,CUST961,40,278256,2298.89,UPI,Travel,Web,India,0,5,1079,3,1219.89,1
TXN5804,CUST85,43,248433,4316.68,UPI,Electronics,Mobile,USA,0,2,3695,3,621.68,0
TXN5805,CUST1026,26,22752,100.0,Online,Electronics,Web,UK,0,0,1706,7,1606.0,0
TXN5806,CUST2000,23,482371,4133.9,UPI,Electronics,Web,Nigeria,1,5,2770,7,1363.9,1
TXN5807,CUST677,33,468784,3921.13,Online,Grocery,Web,UK,1,0,3067,3,854.13,0
TXN5808,CUST551,22,202854,4108.34,UPI,Travel,Mobile,UK,0,3,2357,5,1751.34,0
TXN5809,CUST146,58,137343,3434.6,UPI,Travel,Mobile,USA,0,1,2950,2,484.6,0
TXN5810,CUST49,48,488283,3623.53,POS,Restaurant,Mobile,Nigeria,1,5,3462,7,161.53,1
TXN5811,CUST1173,47,400529,959.94,ATM,Travel,Mobile,India,0,1,1310,3,350.06,0
TXN5812,CUST1727,69,221182,1897.97,ATM,Travel,Mobile,Nigeria,0,5,2925,9,1027.03,1
TXN5813,CUST1750,45,278267,4159.97,Online,Restaurant,Web,UK,0,2,4128,10,31.97,0
TXN5814,CUST1391,39,300272,1440.75,ATM,Travel,Web,USA,1,3,1161,1,279.75,0
TXN5815,CUST1836,44,43824,3653.86,UPI,Restaurant,Web,Nigeria,0,1,3173,1,480.86,0
TXN5816,CUST930,65,253180,3307.25,ATM,Restaurant,Web,USA,1,1,4536,9,1228.75,0
TXN5817,CUST353,63,180981,342.47,POS,Electronics,Mobile,India,1,0,4487,2,4144.53,0
TXN5818,CUST614,32,369661,1083.31,Online,Grocery,Mobile,Nigeria,0,5,2177,10,1093.69,1
TXN5819,CUST1267,41,70384,4480.97,Online,Electronics,Web,UK,1,1,3706,8,774.97,0
TXN5820,CUST419,19,101057,2457.12,ATM,Restaurant,Mobile,Nigeria,1,1,1961,5,496.12,0
TXN5821,CUST1050,36,287424,1967.31,ATM,Grocery,Web,India,1,1,1495,8,472.31,0
TXN5822,CUST267,32,399210,3657.03,POS,Electronics,Mobile,India,0,0,4382,3,724.97,0
TXN5823,CUST345,58,341605,2158.03,ATM,Electronics,Mobile,Nigeria,1,3,4491,9,2332.97,0
TXN5824,CUST55,37,36184,2230.26,ATM,Electronics,Web,India,0,2,2826,4,595.74,0
TXN5825,CUST251,23,235632,7832.37,UPI,Electronics,Mobile,UK,1,2,4936,10,2896.37,0
TXN5826,CUST590,57,110746,2975.45,ATM,Grocery,Web,India,1,4,2697,10,278.45,1
TXN5827,CUST948,66,33136,2397.13,ATM,Grocery,Web,Nigeria,0,5,1391,7,1006.13,1
TXN5828,CUST1864,22,8258,5163.13,ATM,Electronics,Web,UK,0,4,2599,2,2564.13,1
TXN5829,CUST1179,62,35122,5000.55,UPI,Travel,Mobile,UK,0,3,3097,2,1903.55,0
TXN5830,CUST173,36,94900,431.36,POS,Grocery,Web,USA,1,5,1147,1,715.64,1
TXN5831,CUST393,51,160190,104.99,Online,Grocery,Mobile,USA,0,2,722,7,617.01,0
TXN5832,CUST1093,47,241742,4295.45,UPI,Grocery,Web,UK,0,3,2415,9,1880.45,0
TXN5833,CUST803,41,448053,7370.49,ATM,Grocery,Mobile,Nigeria,0,1,3915,8,3455.49,0
TXN5834,CUST1307,42,461777,3508.68,UPI,Grocery,Mobile,India,1,2,3462,5,46.68,0
TXN5835,CUST1720,27,331678,2648.7,ATM,Travel,Mobile,India,0,2,2521,2,127.7,0
TXN5836,CUST1903,47,326073,2941.71,Online,Grocery,Web,Nigeria,0,4,2811,3,130.71,1
TXN5837,CUST248,20,219305,1564.43,POS,Electronics,Mobile,UK,1,4,1078,1,486.43,1
TXN5838,CUST78,45,85050,3836.59,POS,Restaurant,Web,USA,1,4,4155,1,318.41,1
TXN5839,CUST1814,46,198868,2715.86,POS,Electronics,Mobile,India,1,5,4948,1,2232.14,1
TXN5840,CUST1023,40,186035,1304.33,POS,Grocery,Mobile,India,0,1,982,3,322.33,0
TXN5841,CUST1831,32,9981,4498.82,UPI,Restaurant,Web,USA,0,4,2800,8,1698.82,1
TXN5842,CUST1893,69,33789,1106.31,ATM,Restaurant,Web,USA,0,4,3822,7,2715.69,1
TXN5843,CUST1884,29,52403,6291.71,POS,Grocery,Web,UK,1,3,4700,8,1591.71,0
TXN5844,CUST24,34,271888,1618.76,Online,Travel,Mobile,USA,1,1,4785,7,3166.24,0
TXN5845,CUST1494,26,120695,3037.15,UPI,Electronics,Web,Nigeria,0,4,3158,3,120.85,1
TXN5846,CUST45,65,362539,1049.47,UPI,Restaurant,Mobile,Nigeria,0,4,1729,1,679.53,1
TXN5847,CUST407,51,153177,7108.68,Online,Electronics,Mobile,USA,1,2,4023,1,3085.68,0
TXN5848,CUST1913,52,75574,831.41,UPI,Travel,Mobile,Nigeria,0,5,1831,10,999.59,1
TXN5849,CUST1615,21,256209,7391.46,Online,Restaurant,Mobile,USA,1,3,4597,6,2794.46,0
TXN5850,CUST171,54,370158,588.6,ATM,Grocery,Mobile,UK,0,1,1365,7,776.4,0
TXN5851,CUST1990,69,39943,181.85,POS,Grocery,Web,India,1,4,1453,2,1271.15,1
TXN5852,CUST349,48,417901,863.63,POS,Electronics,Web,USA,1,2,939,2,75.37,0
TXN5853,CUST340,70,450513,1468.8,Online,Electronics,Web,Nigeria,1,4,1151,1,317.8,1
TXN5854,CUST40,36,69589,432.02,UPI,Travel,Mobile,USA,0,2,2110,3,1677.98,0
TXN5855,CUST327,26,463172,3610.17,Online,Electronics,Mobile,India,0,2,4763,7,1152.83,0
TXN5856,CUST905,21,100640,4190.33,POS,Travel,Mobile,USA,0,2,4777,1,586.67,0
TXN5857,CUST1269,28,338428,491.61,ATM,Grocery,Web,USA,0,4,725,7,233.39,1
TXN5858,CUST9,36,302022,1701.68,Online,Grocery,Mobile,UK,0,1,1857,2,155.32,0
TXN5859,CUST1546,25,143377,2960.66,UPI,Electronics,Web,USA,1,4,3814,3,853.34,1
TXN5860,CUST1023,33,131990,1028.26,UPI,Electronics,Mobile,India,1,1,1798,1,769.74,0
TXN5861,CUST1394,25,281388,2446.82,Online,Travel,Mobile,Nigeria,1,0,3631,4,1184.18,0
TXN5862,CUST1484,30,306145,581.54,UPI,Electronics,Web,UK,0,1,1451,4,869.46,0
TXN5863,CUST769,29,208521,1784.88,ATM,Grocery,Web,USA,1,4,3783,8,1998.12,1
TXN5864,CUST1332,54,370378,100.0,Online,Electronics,Mobile,USA,1,1,561,7,461.0,0
TXN5865,CUST13,36,38631,1605.1,ATM,Restaurant,Web,UK,0,1,3073,9,1467.9,0
TXN5866,CUST1234,64,201945,1200.27,ATM,Restaurant,Mobile,USA,0,4,1016,1,184.27,1
TXN5867,CUST1462,45,266145,2734.71,ATM,Restaurant,Web,UK,0,3,3503,6,768.29,0
TXN5868,CUST1211,70,264848,3829.31,POS,Grocery,Mobile,India,1,3,4240,1,410.69,0
TXN5869,CUST726,52,78188,8700.26,POS,Electronics,Mobile,India,0,2,4060,6,4640.26,0
TXN5870,CUST1395,32,385592,2841.63,ATM,Electronics,Mobile,UK,1,4,2323,3,518.63,1
TXN5871,CUST1286,64,218148,3512.83,POS,Restaurant,Mobile,Nigeria,1,0,3444,10,68.83,0
TXN5872,CUST378,37,283163,699.3,Online,Electronics,Web,UK,1,0,1292,8,592.7,0
TXN5873,CUST20,32,222353,3503.84,UPI,Electronics,Mobile,USA,1,0,3109,5,394.84,0
TXN5874,CUST689,49,366649,1234.63,Online,Grocery,Web,UK,0,3,1939,7,704.37,0
TXN5875,CUST1133,46,227713,338.54,POS,Restaurant,Web,USA,0,2,728,8,389.46,0
TXN5876,CUST285,27,39628,5994.42,Online,Restaurant,Web,Nigeria,1,2,4484,4,1510.42,0
TXN5877,CUST773,51,130973,2763.63,Online,Restaurant,Web,Nigeria,1,4,1767,10,996.63,1
TXN5878,CUST470,55,350004,1730.52,ATM,Electronics,Web,India,0,4,1832,8,101.48,1
TXN5879,CUST174,66,493073,5190.11,UPI,Restaurant,Mobile,India,0,0,4159,9,1031.11,0
TXN5880,CUST1005,21,376648,419.18,POS,Travel,Mobile,USA,0,0,1543,6,1123.82,0
TXN5881,CUST1196,29,207833,1639.76,POS,Travel,Web,UK,0,5,1531,8,108.76,1
TXN5882,CUST812,35,27216,1568.64,Online,Grocery,Mobile,USA,1,5,4408,9,2839.36,1
TXN5883,CUST1534,29,78480,484.87,POS,Grocery,Mobile,UK,0,4,1765,5,1280.13,1
TXN5884,CUST1233,67,13212,6714.86,ATM,Grocery,Mobile,UK,0,4,3949,6,2765.86,1
TXN5885,CUST1794,35,189100,4633.21,Online,Grocery,Mobile,India,1,1,3033,4,1600.21,0
TXN5886,CUST1443,55,109023,2943.93,POS,Restaurant,Web,Nigeria,1,4,4566,4,1622.07,1
TXN5887,CUST231,21,227995,1378.66,ATM,Travel,Mobile,UK,1,4,3903,8,2524.34,1
TXN5888,CUST905,19,405232,1076.92,Online,Travel,Mobile,India,1,0,3011,7,1934.08,0
TXN5889,CUST1573,26,488693,1844.57,Online,Travel,Mobile,USA,1,2,2094,7,249.43,0
TXN5890,CUST116,19,76700,2566.44,Online,Restaurant,Mobile,India,0,2,3096,8,529.56,0
TXN5891,CUST899,28,422230,6167.47,Online,Grocery,Mobile,UK,1,0,4080,8,2087.47,0
TXN5892,CUST1501,56,270006,782.93,POS,Grocery,Mobile,Nigeria,1,5,512,7,270.93,1
TXN5893,CUST1008,31,446980,530.55,UPI,Travel,Mobile,USA,0,3,554,8,23.45,0
TXN5894,CUST183,19,366338,1328.97,Online,Restaurant,Web,USA,1,5,1687,8,358.03,1
TXN5895,CUST1119,51,44461,944.29,POS,Restaurant,Mobile,Nigeria,0,0,1621,2,676.71,0
TXN5896,CUST164,44,252668,711.13,ATM,Grocery,Mobile,India,0,4,733,4,21.87,1
TXN5897,CUST186,34,160005,236.07,POS,Electronics,Mobile,India,1,0,2647,10,2410.93,0
TXN5898,CUST1210,59,287853,2340.65,UPI,Electronics,Web,USA,0,0,3038,8,697.35,0
TXN5899,CUST1195,67,451585,897.76,Online,Travel,Web,USA,1,3,500,8,397.76,0
TXN5900,CUST297,33,489154,1808.9,Online,Electronics,Mobile,UK,0,3,2117,1,308.1,0
TXN5901,CUST1182,45,277161,5187.8,POS,Restaurant,Mobile,India,1,2,2871,3,2316.8,0
TXN5902,CUST1487,43,339378,2335.04,Online,Restaurant,Mobile,USA,1,1,1770,4,565.04,0
TXN5903,CUST480,25,444697,1016.18,POS,Restaurant,Web,UK,0,4,1323,8,306.82,1
TXN5904,CUST1933,44,493934,1784.01,ATM,Electronics,Mobile,USA,1,4,863,5,921.01,1
TXN5905,CUST468,34,108154,698.18,POS,Grocery,Mobile,Nigeria,0,1,844,9,145.82,0
TXN5906,CUST74,32,280273,2624.47,ATM,Travel,Web,Nigeria,1,5,2493,8,131.47,1
TXN5907,CUST931,48,191443,2752.44,UPI,Grocery,Mobile,USA,1,0,3963,4,1210.56,0
TXN5908,CUST757,19,245694,107.59,Online,Travel,Web,UK,0,0,533,1,425.41,0
TXN5909,CUST1587,40,47463,2707.41,UPI,Travel,Web,India,1,1,3279,5,571.59,0
TXN5910,CUST1209,26,203673,182.21,Online,Restaurant,Mobile,Nigeria,1,2,1251,4,1068.79,0
TXN5911,CUST1913,54,294321,1148.87,POS,Electronics,Web,Nigeria,1,5,1285,7,136.13,1
TXN5912,CUST504,27,486018,1325.24,Online,Travel,Web,UK,0,2,1834,3,508.76,0
TXN5913,CUST676,38,325933,4809.59,ATM,Electronics,Mobile,USA,0,1,4038,2,771.59,0
TXN5914,CUST636,23,133688,2062.51,POS,Travel,Web,India,0,3,1709,2,353.51,0
TXN5915,CUST1253,47,201359,2224.25,UPI,Electronics,Mobile,India,0,3,4839,2,2614.75,0
TXN5916,CUST773,30,278771,615.66,ATM,Grocery,Mobile,UK,1,3,1901,2,1285.34,0
TXN5917,CUST347,40,177049,1815.7,ATM,Electronics,Mobile,USA,1,4,2005,10,189.3,1
TXN5918,CUST680,19,5571,3380.96,UPI,Restaurant,Web,India,0,2,2830,7,550.96,0
TXN5919,CUST1832,60,142621,7400.54,POS,Electronics,Mobile,UK,0,0,4344,2,3056.54,0
TXN5920,CUST1352,64,22424,4176.85,UPI,Travel,Mobile,UK,1,1,2735,4,1441.85,0
TXN5921,CUST1241,33,150031,4734.74,POS,Travel,Web,UK,0,4,4330,6,404.74,1
TXN5922,CUST483,48,63590,2144.84,UPI,Restaurant,Mobile,Nigeria,1,0,1865,1,279.84,0
TXN5923,CUST1048,42,366392,4891.86,UPI,Grocery,Web,USA,1,1,4614,1,277.86,0
TXN5924,CUST377,54,314606,569.72,UPI,Electronics,Mobile,India,1,0,798,9,228.28,0
TXN5925,CUST1854,35,305983,536.44,UPI,Restaurant,Mobile,UK,0,5,1337,10,800.56,1
TXN5926,CUST1836,29,484528,757.53,POS,Electronics,Web,India,0,5,1293,5,535.47,1
TXN5927,CUST1423,20,181051,730.3,Online,Electronics,Mobile,USA,0,1,2508,6,1777.7,0
TXN5928,CUST202,35,245679,1935.33,Online,Electronics,Mobile,Nigeria,1,3,1576,9,359.33,0
TXN5929,CUST720,47,429349,633.26,UPI,Electronics,Mobile,Nigeria,0,0,1416,8,782.74,0
TXN5930,CUST748,52,157129,2897.61,UPI,Electronics,Mobile,Nigeria,1,1,1377,10,1520.61,0
TXN5931,CUST809,36,346552,3006.85,ATM,Travel,Web,USA,0,0,2965,4,41.85,0
TXN5932,CUST1477,30,236263,568.1,UPI,Restaurant,Web,UK,0,2,972,5,403.9,0
TXN5933,CUST556,26,102876,4306.8,POS,Electronics,Web,India,1,3,3426,8,880.8,0
TXN5934,CUST1632,54,118368,1391.44,POS,Grocery,Web,Nigeria,0,4,3107,1,1715.56,1
TXN5935,CUST1827,44,345844,3061.13,Online,Grocery,Mobile,UK,0,3,3026,6,35.13,0
TXN5936,CUST887,65,370499,1035.37,UPI,Travel,Mobile,USA,1,0,919,10,116.37,0
TXN5937,CUST1683,47,59004,1099.33,POS,Electronics,Web,UK,1,3,1128,9,28.67,0
TXN5938,CUST1785,61,202874,853.53,POS,Travel,Web,Nigeria,1,2,853,1,0.53,0
TXN5939,CUST1209,41,85044,3605.96,UPI,Electronics,Mobile,India,1,5,2975,8,630.96,1
TXN5940,CUST1219,30,115517,292.35,POS,Restaurant,Web,Nigeria,0,2,719,7,426.65,0
TXN5941,CUST629,58,483195,4331.81,POS,Travel,Mobile,USA,1,5,3816,8,515.81,1
TXN5942,CUST1957,47,119218,2068.69,POS,Grocery,Mobile,India,0,1,998,5,1070.69,0
TXN5943,CUST1798,23,412817,537.31,UPI,Restaurant,Mobile,UK,1,2,1149,9,611.69,0
TXN5944,CUST979,38,421051,1523.4,POS,Travel,Web,India,0,4,901,2,622.4,1
TXN5945,CUST383,44,262867,1976.3,UPI,Grocery,Mobile,UK,0,1,1202,8,774.3,0
TXN5946,CUST1023,54,128656,3805.11,Online,Travel,Web,India,1,4,3881,1,75.89,1
TXN5947,CUST1315,67,182932,1620.66,ATM,Restaurant,Web,India,0,1,1396,8,224.66,0
TXN5948,CUST545,22,251714,4265.25,POS,Electronics,Web,USA,0,1,3598,9,667.25,0
TXN5949,CUST1542,30,205746,910.02,ATM,Electronics,Web,India,0,1,610,10,300.02,0
TXN5950,CUST17,21,309630,1387.5,UPI,Travel,Mobile,India,0,5,1546,3,158.5,1
TXN5951,CUST1205,30,467218,2271.05,UPI,Travel,Mobile,India,0,5,3340,2,1068.95,1
TXN5952,CUST1091,68,364934,299.56,Online,Travel,Web,Nigeria,1,0,3524,3,3224.44,0
TXN5953,CUST1897,26,388401,5841.49,POS,Grocery,Web,USA,1,5,3750,1,2091.49,1
TXN5954,CUST681,69,199639,2444.9,POS,Grocery,Mobile,UK,1,3,1888,5,556.9,0
TXN5955,CUST733,59,260529,141.28,ATM,Electronics,Web,India,1,5,953,5,811.72,1
TXN5956,CUST59,62,388870,2856.32,POS,Travel,Web,UK,1,4,2965,3,108.68,1
TXN5957,CUST1667,58,137463,100.0,UPI,Electronics,Web,USA,0,3,4424,2,4324.0,0
TXN5958,CUST1087,31,357833,1959.48,UPI,Grocery,Web,UK,1,3,1820,7,139.48,0
TXN5959,CUST1012,30,80445,2386.22,Online,Travel,Web,Nigeria,1,4,3783,4,1396.78,1
TXN5960,CUST1541,67,92266,3508.2,UPI,Travel,Web,India,0,4,4695,9,1186.8,1
TXN5961,CUST1766,44,144364,2326.09,UPI,Restaurant,Mobile,India,1,5,2610,5,283.91,1
TXN5962,CUST1288,26,379120,9084.99,ATM,Travel,Web,UK,1,0,4657,4,4427.99,0
TXN5963,CUST716,33,478028,2942.22,ATM,Restaurant,Web,USA,0,1,1823,2,1119.22,0
TXN5964,CUST1990,67,55181,4307.14,ATM,Travel,Mobile,Nigeria,1,1,4493,7,185.86,0
TXN5965,CUST1852,62,151749,1436.87,UPI,Electronics,Mobile,Nigeria,1,3,2365,4,928.13,0
TXN5966,CUST949,62,416823,2951.5,UPI,Grocery,Mobile,UK,0,5,2736,4,215.5,1
TXN5967,CUST1027,32,256410,619.52,POS,Electronics,Mobile,UK,0,4,824,7,204.48,1
TXN5968,CUST222,30,199069,2210.93,Online,Restaurant,Mobile,USA,0,5,1727,4,483.93,1
TXN5969,CUST1787,42,461253,410.28,UPI,Grocery,Web,Nigeria,0,0,999,7,588.72,0
TXN5970,CUST309,30,11139,2513.69,ATM,Grocery,Web,UK,1,2,1943,9,570.69,0
TXN5971,CUST770,67,228488,997.21,ATM,Travel,Mobile,UK,1,0,1161,4,163.79,0
TXN5972,CUST1886,18,285446,1837.97,POS,Restaurant,Mobile,India,0,2,2437,2,599.03,0
TXN5973,CUST612,43,98132,653.1,UPI,Travel,Mobile,USA,0,4,2073,8,1419.9,1
TXN5974,CUST1514,51,385745,7616.78,UPI,Grocery,Mobile,Nigeria,0,1,4921,2,2695.78,0
TXN5975,CUST1321,33,189456,3202.45,POS,Grocery,Web,USA,1,0,4155,2,952.55,0
TXN5976,CUST1416,41,203013,1050.22,Online,Electronics,Web,India,1,1,726,6,324.22,0
TXN5977,CUST412,55,452563,5573.79,UPI,Grocery,Web,Nigeria,1,2,3410,5,2163.79,0
TXN5978,CUST120,44,322303,827.82,POS,Grocery,Mobile,USA,0,0,816,6,11.82,0
TXN5979,CUST565,61,269410,738.39,UPI,Restaurant,Web,UK,1,2,1076,1,337.61,0
TXN5980,CUST1852,49,96605,1673.27,UPI,Grocery,Web,Nigeria,1,1,1787,10,113.73,0
TXN5981,CUST3,53,359556,1330.39,Online,Restaurant,Mobile,India,0,0,665,7,665.39,0
TXN5982,CUST1222,31,167074,1531.81,POS,Grocery,Web,UK,1,1,4210,2,2678.19,0
TXN5983,CUST1498,18,411029,3328.47,Online,Electronics,Web,Nigeria,1,4,2615,2,713.47,1
TXN5984,CUST1166,54,318761,3778.5,POS,Restaurant,Mobile,UK,1,4,1779,1,1999.5,1
TXN5985,CUST213,36,199304,842.6,UPI,Restaurant,Mobile,India,1,3,935,8,92.4,0
TXN5986,CUST1771,59,397270,5339.36,POS,Travel,Web,Nigeria,1,2,4197,9,1142.36,0
TXN5987,CUST8,24,380930,2265.14,POS,Travel,Web,India,0,3,3962,9,1696.86,0
TXN5988,CUST198,44,298420,2139.51,ATM,Electronics,Mobile,USA,1,3,4123,4,1983.49,0
TXN5989,CUST343,45,327389,713.85,Online,Restaurant,Mobile,USA,0,3,523,4,190.85,0
TXN5990,CUST900,28,59397,5197.33,ATM,Grocery,Web,UK,0,1,4585,9,612.33,0
TXN5991,CUST1242,32,390286,1842.11,Online,Restaurant,Web,USA,1,5,1435,4,407.11,1
TXN5992,CUST874,18,286018,3132.31,Online,Restaurant,Mobile,Nigeria,0,0,4871,3,1738.69,0
TXN5993,CUST1044,68,151094,1634.81,UPI,Travel,Web,USA,1,4,1242,1,392.81,1
TXN5994,CUST402,46,291555,6553.09,ATM,Restaurant,Mobile,USA,0,0,3839,7,2714.09,0
TXN5995,CUST1426,18,396684,2645.56,POS,Travel,Web,USA,1,1,2046,2,599.56,0
TXN5996,CUST962,41,477231,1507.66,POS,Electronics,Web,USA,0,0,1229,6,278.66,0
TXN5997,CUST362,38,202668,2894.48,Online,Restaurant,Mobile,India,1,1,3142,8,247.52,0
TXN5998,CUST919,27,482256,1352.97,ATM,Restaurant,Mobile,USA,0,2,1954,9,601.03,0
TXN5999,CUST556,30,47055,6485.9,UPI,Travel,Web,UK,0,1,4947,2,1538.9,0
TXN6000,CUST552,62,442565,7562.57,UPI,Travel,Web,USA,0,3,4363,2,3199.57,0
TXN6001,CUST1907,22,146210,3045.49,ATM,Electronics,Mobile,Nigeria,0,5,3401,10,355.51,1
